import time: self [us] | cumulative | imported package
import time:       450 |        450 |                     scipy.linalg._procrustes
import time:      1292 |       1292 |                       scipy.linalg.cython_blas
import time:      2395 |       2395 |                       scipy.linalg.cython_lapack
import time:      1192 |       4878 |                     scipy.linalg._decomp_update
import time:       677 |        677 |                     scipy.linalg._sketches
import time:       558 |        558 |                     scipy.linalg._decomp_cossin
import time:       558 |        558 |                     scipy.linalg.decomp
import time:       502 |        502 |                     scipy.linalg.decomp_cholesky
import time:       535 |        535 |                     scipy.linalg.decomp_lu
import time:       524 |        524 |                     scipy.linalg.decomp_qr
import time:       499 |        499 |                     scipy.linalg.decomp_svd
import time:       537 |        537 |                     scipy.linalg.decomp_schur
import time:       521 |        521 |                     scipy.linalg.basic
import time:       451 |        451 |                     scipy.linalg.misc
import time:       456 |        456 |                     scipy.linalg.special_matrices
import time:       456 |        456 |                     scipy.linalg.flinalg
import time:       470 |        470 |                     scipy.linalg.matfuncs
import time:      1063 |      35725 |                   scipy.linalg
import time:       511 |        511 |                   scipy.sparse.linalg._isolve._gcrotmk
import time:       598 |      36833 |                 scipy.sparse.linalg._isolve.lgmres
import time:       528 |        528 |                 scipy.sparse.linalg._isolve.lsqr
import time:       481 |        481 |                 scipy.sparse.linalg._isolve.lsmr
import time:       476 |        476 |                 scipy.sparse.linalg._isolve.tfqmr
import time:       809 |      45522 |               scipy.sparse.linalg._isolve
import time:      1128 |       1128 |                   scipy.sparse.linalg._dsolve._superlu
import time:       961 |        961 |                     scikits
import time:        27 |        988 |                   scikits.umfpack
import time:       794 |       2909 |                 scipy.sparse.linalg._dsolve.linsolve
import time:       504 |        504 |                 scipy.sparse.linalg._dsolve._add_newdocs
import time:       682 |       4094 |               scipy.sparse.linalg._dsolve
import time:      1267 |       1267 |                     scipy.sparse.linalg._eigen.arpack._arpack
import time:       905 |       2171 |                   scipy.sparse.linalg._eigen.arpack.arpack
import time:       684 |       2854 |                 scipy.sparse.linalg._eigen.arpack
import time:       716 |        716 |                   scipy.sparse.linalg._eigen.lobpcg.lobpcg
import time:       655 |       1371 |                 scipy.sparse.linalg._eigen.lobpcg
import time:       551 |        551 |                 scipy.sparse.linalg._eigen._svds
import time:       634 |       5408 |               scipy.sparse.linalg._eigen
import time:       841 |        841 |                 scipy.sparse.linalg._expm_multiply
import time:       907 |       1748 |               scipy.sparse.linalg._matfuncs
import time:       931 |        931 |               scipy.sparse.linalg._onenormest
import time:       595 |        595 |               scipy.sparse.linalg._norm
import time:       591 |        591 |               scipy.sparse.linalg.isolve
import time:       621 |        621 |               scipy.sparse.linalg.dsolve
import time:       548 |        548 |               scipy.sparse.linalg.interface
import time:       509 |        509 |               scipy.sparse.linalg.eigen
import time:       524 |        524 |               scipy.sparse.linalg.matfuncs
import time:       808 |     128297 |             scipy.sparse.linalg
import time:       587 |        587 |               pyomo.contrib.pynumero.interfaces
import time:       731 |        731 |                     multiprocessing.process
import time:       630 |        630 |                     multiprocessing.reduction
import time:       988 |       2348 |                   multiprocessing.context
import time:      1003 |       3350 |                 multiprocessing
import time:       731 |       4080 |               pyomo.common.env
import time:      1451 |       1451 |                               scipy.spatial._ckdtree
import time:       830 |       2281 |                             scipy.spatial._kdtree
import time:      1068 |       1068 |                               scipy._lib.messagestream
import time:      1578 |       2646 |                             scipy.spatial._qhull
import time:      1101 |       1101 |                               scipy.spatial._voronoi
import time:       629 |       1729 |                             scipy.spatial._spherical_voronoi
import time:      1041 |       1041 |                             scipy.spatial._plotutils
import time:       525 |        525 |                             scipy.spatial._procrustes
import time:      1038 |       1038 |                                 scipy.spatial._distance_wrap
import time:      1125 |       1125 |                                 scipy.spatial._hausdorff
import time:       713 |        713 |                                   scipy.special._sf_error
import time:      1023 |       1023 |                                     scipy.special._ufuncs_cxx
import time:      2039 |       3061 |                                   scipy.special._ufuncs
import time:      1170 |       1170 |                                     scipy.special._specfun
import time:       977 |        977 |                                     scipy.special._orthogonal
import time:      1064 |       1064 |                                     scipy.special._comb
import time:       839 |       4049 |                                   scipy.special._basic
import time:       522 |        522 |                                   scipy.special._logsumexp
import time:       468 |        468 |                                   scipy.special._spfun_stats
import time:      1670 |       1670 |                                     scipy.special._ellip_harm_2
import time:       491 |       2160 |                                   scipy.special._ellip_harm
import time:       476 |        476 |                                   scipy.special._lambertw
import time:       504 |        504 |                                   scipy.special._spherical_bessel
import time:       927 |        927 |                                     scipy.special._add_newdocs
import time:       495 |       1421 |                                   scipy.special.add_newdocs
import time:       525 |        525 |                                   scipy.special.basic
import time:       496 |        496 |                                   scipy.special.orthogonal
import time:       458 |        458 |                                   scipy.special.specfun
import time:       498 |        498 |                                   scipy.special.sf_error
import time:       464 |        464 |                                   scipy.special.spfun_stats
import time:       934 |      16743 |                                 scipy.special
import time:      1206 |       1206 |                                 scipy.spatial._distance_pybind
import time:      4103 |      24213 |                               scipy.spatial.distance
import time:       530 |      24743 |                             scipy.spatial._geometric_slerp
import time:       598 |        598 |                             scipy.spatial.ckdtree
import time:       593 |        593 |                             scipy.spatial.kdtree
import time:       549 |        549 |                             scipy.spatial.qhull
import time:      1014 |       1014 |                                 backports_abc
import time:      3962 |       3962 |                                     scipy.constants._codata
import time:       628 |        628 |                                     scipy.constants._constants
import time:       540 |        540 |                                     scipy.constants.codata
import time:       566 |        566 |                                     scipy.constants.constants
import time:      1443 |       7136 |                                   scipy.constants
import time:       558 |       7694 |                                 scipy.spatial.transform._rotation_groups
import time:      1734 |      10441 |                               scipy.spatial.transform._rotation
import time:       597 |        597 |                               scipy.spatial.transform._rotation_spline
import time:       549 |        549 |                               scipy.spatial.transform.rotation
import time:       636 |      12222 |                             scipy.spatial.transform
import time:       717 |      47640 |                           scipy.spatial
import time:        27 |      47667 |                         scipy.spatial.distance
import time:       551 |        551 |                             scipy.ndimage._ni_support
import time:      1007 |       1007 |                             scipy.ndimage._nd_image
import time:       555 |        555 |                               scipy._lib.doccer
import time:       681 |       1236 |                             scipy.ndimage._ni_docstrings
import time:      3118 |       5911 |                           scipy.ndimage._filters
import time:       598 |        598 |                           scipy.ndimage._fourier
import time:      1371 |       1371 |                           scipy.ndimage._interpolation
import time:      1401 |       1401 |                             scipy.ndimage._ni_label
import time:       694 |        694 |                             scipy.ndimage._morphology
import time:       683 |       2777 |                           scipy.ndimage._measurements
import time:       476 |        476 |                           scipy.ndimage.filters
import time:       526 |        526 |                           scipy.ndimage.fourier
import time:       478 |        478 |                           scipy.ndimage.interpolation
import time:       475 |        475 |                           scipy.ndimage.measurements
import time:       505 |        505 |                           scipy.ndimage.morphology
import time:       801 |      13914 |                         scipy.ndimage
import time:       523 |        523 |                             scipy.stats._distr_params
import time:      1003 |       1003 |                                   scipy.optimize._minpack2
import time:       567 |       1569 |                                 scipy.optimize._linesearch
import time:      1091 |       1091 |                                   scipy.optimize._group_columns
import time:       616 |       1707 |                                 scipy.optimize._numdiff
import time:       701 |        701 |                                 scipy.optimize._hessian_update_strategy
import time:       694 |        694 |                                 scipy.optimize._differentiable_functions
import time:      1247 |       5916 |                               scipy.optimize._optimize
import time:       602 |        602 |                                   scipy.optimize._trustregion
import time:       508 |       1110 |                                 scipy.optimize._trustregion_dogleg
import time:       502 |        502 |                                 scipy.optimize._trustregion_ncg
import time:      1340 |       1340 |                                     scipy.optimize._trlib._trlib
import time:       609 |       1948 |                                   scipy.optimize._trlib
import time:       509 |       2456 |                                 scipy.optimize._trustregion_krylov
import time:       541 |        541 |                                 scipy.optimize._trustregion_exact
import time:       701 |        701 |                                             unittest.util
import time:       697 |       1397 |                                           unittest.result
import time:       891 |        891 |                                                   concurrent
import time:      1185 |       1185 |                                                   concurrent.futures._base
import time:       732 |       2807 |                                                 concurrent.futures
import time:       694 |        694 |                                                 asyncio.constants
import time:       493 |        493 |                                                     asyncio.format_helpers
import time:       496 |        988 |                                                   asyncio.base_futures
import time:       482 |        482 |                                                   asyncio.log
import time:       657 |       2127 |                                                 asyncio.coroutines
import time:        53 |         53 |                                                     _contextvars
import time:       801 |        853 |                                                   contextvars
import time:       557 |        557 |                                                   asyncio.exceptions
import time:       659 |        659 |                                                     asyncio.base_tasks
import time:      1394 |       2052 |                                                   _asyncio
import time:       818 |       4279 |                                                 asyncio.events
import time:       624 |        624 |                                                 asyncio.futures
import time:       546 |        546 |                                                 asyncio.protocols
import time:       577 |        577 |                                                   asyncio.transports
import time:       694 |       1271 |                                                 asyncio.sslproto
import time:      1167 |       1167 |                                                   asyncio.locks
import time:       721 |        721 |                                                   asyncio.tasks
import time:       651 |       2538 |                                                 asyncio.staggered
import time:       576 |        576 |                                                 asyncio.trsock
import time:      1214 |      16671 |                                               asyncio.base_events
import time:       476 |        476 |                                               asyncio.runners
import time:       646 |        646 |                                               asyncio.queues
import time:       710 |        710 |                                               asyncio.streams
import time:       559 |        559 |                                               asyncio.subprocess
import time:      1550 |       1550 |                                                 _overlapped
import time:       715 |        715 |                                                 asyncio.base_subprocess
import time:       801 |        801 |                                                 asyncio.proactor_events
import time:       774 |        774 |                                                 asyncio.selector_events
import time:       579 |        579 |                                                 asyncio.windows_utils
import time:       925 |       5342 |                                               asyncio.windows_events
import time:       941 |      25342 |                                             asyncio
import time:      1267 |       1267 |                                               difflib
import time:      1231 |       2498 |                                             unittest.case
import time:       510 |      28349 |                                           unittest.async_case
import time:       578 |        578 |                                           unittest.suite
import time:       900 |        900 |                                           unittest.loader
import time:       493 |        493 |                                               unittest.signals
import time:       618 |       1110 |                                             unittest.runner
import time:       587 |       1697 |                                           unittest.main
import time:       934 |      33854 |                                         unittest
import time:       751 |        751 |                                           numpy.testing._private
import time:      1019 |       1019 |                                           numpy.linalg.lapack_lite
import time:      1063 |       2831 |                                         numpy.testing._private.utils
import time:      1333 |       1333 |                                           sysconfig
import time:       524 |       1856 |                                         numpy.testing._private.extbuild
import time:       531 |        531 |                                         numpy.testing._private.decorators
import time:       538 |        538 |                                         numpy.testing._private.nosetester
import time:       602 |      40210 |                                       numpy.testing
import time:       587 |      40797 |                                     scipy.optimize._constraints
import time:      1058 |       1058 |                                           sksparse
import time:        45 |       1103 |                                         sksparse.cholmod
import time:       688 |       1791 |                                       scipy.optimize._trustregion_constr.projections
import time:       620 |        620 |                                       scipy.optimize._trustregion_constr.qp_subproblem
import time:       586 |       2996 |                                     scipy.optimize._trustregion_constr.equality_constrained_sqp
import time:       631 |        631 |                                     scipy.optimize._trustregion_constr.canonical_constraint
import time:       595 |        595 |                                     scipy.optimize._trustregion_constr.tr_interior_point
import time:       620 |        620 |                                     scipy.optimize._trustregion_constr.report
import time:       828 |      46464 |                                   scipy.optimize._trustregion_constr.minimize_trustregion_constr
import time:       546 |      47010 |                                 scipy.optimize._trustregion_constr
import time:      1060 |       1060 |                                   scipy.optimize._lbfgsb
import time:       594 |       1653 |                                 scipy.optimize._lbfgsb_py
import time:      1003 |       1003 |                                   scipy.optimize._moduleTNC
import time:       562 |       1564 |                                 scipy.optimize._tnc
import time:       895 |        895 |                                   scipy.optimize._cobyla
import time:       818 |       1713 |                                 scipy.optimize._cobyla_py
import time:       885 |        885 |                                   scipy.optimize._slsqp
import time:       591 |       1476 |                                 scipy.optimize._slsqp_py
import time:       702 |      58724 |                               scipy.optimize._minimize
import time:       877 |        877 |                                   scipy.optimize._minpack
import time:       563 |        563 |                                         scipy.optimize._lsq.common
import time:       519 |       1082 |                                       scipy.optimize._lsq.trf
import time:       497 |        497 |                                       scipy.optimize._lsq.dogbox
import time:       780 |       2358 |                                     scipy.optimize._lsq.least_squares
import time:      1839 |       1839 |                                         scipy.optimize._lsq.givens_elimination
import time:       824 |       2662 |                                       scipy.optimize._lsq.trf_linear
import time:       660 |        660 |                                       scipy.optimize._lsq.bvls
import time:       683 |       4005 |                                     scipy.optimize._lsq.lsq_linear
import time:       549 |       6911 |                                   scipy.optimize._lsq
import time:       589 |       8377 |                                 scipy.optimize._minpack_py
import time:       610 |        610 |                                 scipy.optimize._spectral
import time:      2799 |       2799 |                                 scipy.optimize._nonlin
import time:       622 |      12407 |                               scipy.optimize._root
import time:      1226 |       1226 |                                   scipy.optimize._zeros
import time:      1005 |       2231 |                                 scipy.optimize._zeros_py
import time:       966 |       3197 |                               scipy.optimize._root_scalar
import time:      1611 |       1611 |                                 scipy.optimize.__nnls
import time:       922 |       2533 |                               scipy.optimize._nnls
import time:      1319 |       1319 |                               scipy.optimize._basinhopping
import time:       685 |        685 |                                     scipy.optimize._highs
import time:      1980 |       2665 |                                   scipy.optimize._highs._highs_wrapper
import time:      1279 |       1279 |                                   scipy.optimize._highs._highs_constants
import time:       744 |       4687 |                                 scipy.optimize._linprog_highs
import time:      1253 |       1253 |                                           scipy.linalg._interpolative
import time:       585 |       1838 |                                         scipy.linalg._interpolative_backend
import time:       521 |       2359 |                                       scipy.linalg.interpolative
import time:       564 |       2923 |                                     scipy.optimize._remove_redundancy
import time:       930 |       3852 |                                   scipy.optimize._linprog_util
import time:      1053 |       1053 |                                   sksparse
import time:       967 |        967 |                                     scikits
import time:        29 |        995 |                                   scikits.umfpack
import time:       791 |       6688 |                                 scipy.optimize._linprog_ip
import time:       974 |        974 |                                 scipy.optimize._linprog_simplex
import time:      1523 |       1523 |                                   scipy.optimize._bglu_dense
import time:       800 |       2323 |                                 scipy.optimize._linprog_rs
import time:       673 |        673 |                                 scipy.optimize._linprog_doc
import time:       948 |      16292 |                               scipy.optimize._linprog
import time:      1115 |       1115 |                                 scipy.optimize._lsap_module
import time:       573 |       1688 |                               scipy.optimize._lsap
import time:      1001 |       1001 |                               scipy.optimize._differentialevolution
import time:       620 |        620 |                                   scipy.optimize._shgo_lib
import time:      1037 |       1657 |                                 scipy.optimize._shgo_lib.triangulation
import time:       890 |       2547 |                               scipy.optimize._shgo
import time:      1635 |       1635 |                               scipy.optimize._dual_annealing
import time:       672 |        672 |                               scipy.optimize._qap
import time:       605 |        605 |                               scipy.optimize.cobyla
import time:       643 |        643 |                               scipy.optimize.lbfgsb
import time:       620 |        620 |                               scipy.optimize.linesearch
import time:       534 |        534 |                               scipy.optimize.minpack
import time:       533 |        533 |                               scipy.optimize.minpack2
import time:       484 |        484 |                               scipy.optimize.moduleTNC
import time:       526 |        526 |                               scipy.optimize.nonlin
import time:       564 |        564 |                               scipy.optimize.optimize
import time:       508 |        508 |                               scipy.optimize.slsqp
import time:       501 |        501 |                               scipy.optimize.tnc
import time:       477 |        477 |                               scipy.optimize.zeros
import time:      1008 |     114923 |                             scipy.optimize
import time:       838 |        838 |                               scipy.integrate._quadrature
import time:      1113 |       1113 |                                 scipy.integrate._odepack
import time:       555 |       1668 |                               scipy.integrate._odepack_py
import time:      1115 |       1115 |                                 scipy.integrate._quadpack
import time:       766 |       1880 |                               scipy.integrate._quadpack_py
import time:      1605 |       1605 |                                 scipy.integrate._vode
import time:      1415 |       1415 |                                 scipy.integrate._dop
import time:      1060 |       1060 |                                 scipy.integrate._lsoda
import time:     34067 |      38145 |                               scipy.integrate._ode
import time:       727 |        727 |                               scipy.integrate._bvp
import time:       593 |        593 |                                     scipy.integrate._ivp.common
import time:       599 |        599 |                                     scipy.integrate._ivp.base
import time:       606 |       1798 |                                   scipy.integrate._ivp.bdf
import time:       760 |        760 |                                   scipy.integrate._ivp.radau
import time:       542 |        542 |                                     scipy.integrate._ivp.dop853_coefficients
import time:       709 |       1250 |                                   scipy.integrate._ivp.rk
import time:       550 |        550 |                                   scipy.integrate._ivp.lsoda
import time:       836 |       5192 |                                 scipy.integrate._ivp.ivp
import time:       617 |       5809 |                               scipy.integrate._ivp
import time:       638 |        638 |                               scipy.integrate._quad_vec
import time:       478 |        478 |                               scipy.integrate.dop
import time:       465 |        465 |                               scipy.integrate.lsoda
import time:       469 |        469 |                               scipy.integrate.vode
import time:       474 |        474 |                               scipy.integrate.odepack
import time:       466 |        466 |                               scipy.integrate.quadpack
import time:       815 |      52866 |                             scipy.integrate
import time:       677 |        677 |                               scipy.misc._common
import time:       475 |        475 |                               scipy.misc.common
import time:       523 |        523 |                                 scipy.misc._doccer
import time:       495 |       1017 |                               scipy.misc.doccer
import time:       643 |       2811 |                             scipy.misc
import time:       526 |        526 |                             scipy.stats._constants
import time:      1585 |     173232 |                           scipy.stats._distn_infrastructure
import time:      1109 |       1109 |                                     scipy.interpolate._fitpack
import time:      1339 |       1339 |                                     scipy.interpolate.dfitpack
import time:       655 |       3102 |                                   scipy.interpolate._fitpack_impl
import time:      1155 |       1155 |                                     scipy.interpolate._bspl
import time:       772 |       1926 |                                   scipy.interpolate._bsplines
import time:       556 |       5583 |                                 scipy.interpolate._fitpack_py
import time:       734 |        734 |                                 scipy.interpolate._polyint
import time:      1179 |       1179 |                                 scipy.interpolate._ppoly
import time:      1022 |       1022 |                                 scipy.interpolate._fitpack2
import time:      1266 |       1266 |                                 scipy.interpolate.interpnd
import time:      1274 |      11055 |                               scipy.interpolate._interpolate
import time:       744 |        744 |                               scipy.interpolate._rbf
import time:      1523 |       1523 |                                 scipy.interpolate._rbfinterp_pythran
import time:       695 |       2217 |                               scipy.interpolate._rbfinterp
import time:       985 |        985 |                               scipy.interpolate._cubic
import time:       687 |        687 |                               scipy.interpolate._ndgriddata
import time:       548 |        548 |                               scipy.interpolate._pade
import time:       665 |        665 |                               scipy.interpolate.fitpack
import time:       612 |        612 |                               scipy.interpolate.fitpack2
import time:       706 |        706 |                               scipy.interpolate.interpolate
import time:       686 |        686 |                               scipy.interpolate.ndgriddata
import time:       550 |        550 |                               scipy.interpolate.polyint
import time:       610 |        610 |                               scipy.interpolate.rbf
import time:      1007 |      21067 |                             scipy.interpolate
import time:      2570 |       2570 |                               scipy.special.cython_special
import time:      1608 |       4178 |                             scipy.stats._stats
import time:       901 |        901 |                             scipy.stats._tukeylambda_stats
import time:       745 |        745 |                             scipy.stats._ksstats
import time:      1502 |       1502 |                               scipy.stats._boost.beta_ufunc
import time:      1247 |       1247 |                               scipy.stats._boost.binom_ufunc
import time:      1293 |       1293 |                               scipy.stats._boost.nbinom_ufunc
import time:      1139 |       1139 |                               scipy.stats._boost.hypergeom_ufunc
import time:       652 |       5831 |                             scipy.stats._boost
import time:     70990 |     103709 |                           scipy.stats._continuous_distns
import time:      1343 |       1343 |                             scipy.stats._biasedurn
import time:     12573 |      13915 |                           scipy.stats._discrete_distns
import time:       808 |        808 |                           scipy.stats._entropy
import time:       639 |     292301 |                         scipy.stats.distributions
import time:       540 |        540 |                             scipy._lib._bunch
import time:       913 |       1452 |                           scipy.stats._stats_mstats_common
import time:      2137 |       3589 |                         scipy.stats._mstats_basic
import time:       574 |        574 |                           scipy.stats._common
import time:       581 |        581 |                           scipy.stats._wilcoxon_data
import time:      1013 |       1013 |                                   pkgutil
import time:      2416 |       3429 |                                 pydoc
import time:      2948 |       6376 |                               scipy._lib._docscrape
import time:       622 |       6998 |                             scipy.stats._axis_nan_policy
import time:      1057 |       8055 |                           scipy.stats._bootstrap
import time:      1675 |       1675 |                           scipy.stats._hypotests_pythran
import time:      2556 |      13439 |                         scipy.stats._hypotests
import time:      5167 |     376074 |                       scipy.stats._stats_py
import time:       683 |        683 |                       scipy.stats._variation
import time:      1127 |       1127 |                         scipy.stats._statlib
import time:       988 |        988 |                           scipy.stats._relative_risk
import time:       543 |        543 |                           scipy.stats._crosstab
import time:       597 |       2128 |                         scipy.stats.contingency
import time:      2649 |       5902 |                       scipy.stats._morestats
import time:       598 |        598 |                       scipy.stats._binomtest
import time:       836 |        836 |                       scipy.stats._binned_statistic
import time:      1020 |       1020 |                         scipy.stats._mvn
import time:       601 |       1621 |                       scipy.stats._kde
import time:       611 |        611 |                         scipy.stats._mstats_extras
import time:       639 |       1249 |                       scipy.stats.mstats
import time:      1187 |       1187 |                           scipy.stats._sobol
import time:      1067 |       1067 |                           scipy.stats._qmc_cy
import time:      1023 |       3275 |                         scipy.stats._qmc
import time:       553 |       3828 |                       scipy.stats.qmc
import time:      3244 |       3244 |                       scipy.stats._multivariate
import time:       639 |        639 |                         scipy.stats._unuran
import time:      3061 |       3061 |                         scipy.stats._unuran.unuran_wrapper
import time:       660 |       4359 |                       scipy.stats._rvs_sampling
import time:      1299 |       1299 |                       scipy.stats._page_trend_test
import time:      2007 |       2007 |                       scipy.stats._mannwhitneyu
import time:       558 |        558 |                       scipy.stats.biasedurn
import time:       479 |        479 |                       scipy.stats.kde
import time:       564 |        564 |                       scipy.stats.morestats
import time:       630 |        630 |                       scipy.stats.mstats_basic
import time:       575 |        575 |                       scipy.stats.mstats_extras
import time:       485 |        485 |                       scipy.stats.mvn
import time:       527 |        527 |                       scipy.stats.statlib
import time:       537 |        537 |                       scipy.stats.stats
import time:      1030 |     407075 |                     scipy.stats
import time:       666 |     407741 |                   pyomo.contrib.pynumero.dependencies
import time:       538 |        538 |                     pyomo.contrib.pynumero.sparse.base_block
import time:      1149 |       1687 |                   pyomo.contrib.pynumero.sparse.block_vector
import time:       735 |        735 |                   pyomo.contrib.pynumero.sparse.block_matrix
import time:       629 |     410791 |                 pyomo.contrib.pynumero.sparse
import time:        24 |     410814 |               pyomo.contrib.pynumero.sparse.block_matrix
import time:       588 |        588 |                 pyomo.contrib.pynumero.asl
import time:       618 |        618 |                 pyomo.contrib.pynumero.interfaces.nlp
import time:       854 |       2059 |               pyomo.contrib.pynumero.interfaces.ampl_nlp
import time:       863 |        863 |               pyomo.contrib.pynumero.interfaces.external_grey_box
import time:      1270 |     419671 |             pyomo.contrib.pynumero.interfaces.pyomo_nlp
import time:       520 |        520 |             pyomo.util.calc_var_value
import time:       879 |     549366 |           idaes.core.util.scaling
import time:       960 |     562568 |         idaes.core.property_base
import time:      2073 |       2073 |         idaes.core.control_volume_base
import time:      2534 |       2534 |               configparser
import time:      1270 |       3804 |             importlib.metadata
import time:      1023 |       1023 |                     uncertainties
import time:       953 |        953 |                     babel
import time:       943 |        943 |                     pint_pandas
import time:       900 |        900 |                     xarray
import time:       952 |        952 |                     dask
import time:       644 |       5413 |                   pint.compat
import time:       571 |       5984 |                 pint.converters
import time:       750 |        750 |                 pint.errors
import time:       559 |        559 |                     pint.babel_names
import time:       756 |       1315 |                   pint.formatting
import time:       537 |        537 |                   pint.pint_eval
import time:      3077 |       4928 |                 pint.util
import time:      3689 |      15349 |               pint.definitions
import time:      2565 |      17914 |             pint.context
import time:       682 |        682 |                 pint._typing
import time:       951 |        951 |                 pint.numpy_func
import time:      1221 |       2853 |               pint.quantity
import time:       721 |       3573 |             pint.measurement
import time:       365 |        365 |                 pint._vendor
import time:      3562 |       3562 |                 pint._vendor.flexcache
import time:      1736 |       5662 |               pint.parser
import time:      1005 |       1005 |               pint.registry_helpers
import time:      2126 |       2126 |               pint.systems
import time:      2197 |       2197 |                     win32api
import time:      1331 |       1331 |                         _win32sysloader
import time:      1524 |       2854 |                       pywintypes
import time:      4642 |       7496 |                     pythoncom
import time:       532 |        532 |                     win32com.gen_py
import time:      1358 |      11580 |                   win32com
import time:       698 |      12278 |                 win32com.shell
import time:       864 |      13142 |               pint._vendor.appdirs
import time:      1893 |      23827 |             pint.registry
import time:       695 |        695 |             pint.unit
import time:    310868 |     360679 |           idaes.core.util.constants
import time:       698 |     361376 |         idaes.core.util.unit_costing
import time:      1314 |     927329 |       idaes.core.unit_model
import time:       676 |        676 |             idaes.ui
import time:      1172 |       1172 |               webbrowser
import time:       916 |        916 |                   mimetypes
import time:    245809 |     246725 |                 http.server
import time:       608 |        608 |                   idaes.ui.icons
import time:      1895 |       2502 |                 idaes.ui.flowsheet
import time:       653 |        653 |                   idaes.ui.fsvis.errors
import time:       854 |       1506 |                 idaes.ui.fsvis.persist
import time:       907 |     251639 |               idaes.ui.fsvis.model_server
import time:       977 |     253786 |             idaes.ui.fsvis.fsvis
import time:       787 |     255249 |           idaes.ui.fsvis
import time:        26 |     255274 |         idaes.ui.fsvis.fsvis
import time:      1650 |     256923 |       idaes.core.flowsheet_model
import time:       914 |        914 |       idaes.core.reaction_base
import time:      1637 |       1637 |       idaes.core.control_volume0d
import time:      2197 |       2197 |       idaes.core.control_volume1d
import time:       701 |    1213031 |     idaes.core
import time:        31 |    1213062 |   idaes.core.util
import time:     15384 |    1228445 | HOwDI.generate_outputs
import time:       834 |        834 | pyomo.scripting.convert
import time:      1237 |       1237 | pandas.io.formats.csvs
import time:      1172 |       1172 | matplotlib.backends
import time:       187 |        187 | matplotlib.backends._macosx
import time:      1348 |       1348 |   PyQt6
import time:      1297 |       1297 |   PySide6
import time:      1303 |       1303 |   PyQt5
import time:      1186 |       1186 |   PySide2
import time:       940 |       6073 | matplotlib.backends.qt_compat
import time:      1140 |       1140 |   cairo
import time:      1137 |       1137 |   cairocffi
import time:       891 |       3166 | matplotlib.backends.backend_cairo
import time:      1065 |       1065 |   cairo
import time:      1042 |       1042 |   cairocffi
import time:       767 |       2873 | matplotlib.backends.backend_cairo
import time:     14758 |      14758 |     _tkinter
import time:       929 |        929 |     tkinter.constants
import time:      3318 |      19003 |   tkinter
import time:       595 |        595 |     tkinter.dialog
import time:       589 |        589 |     tkinter.commondialog
import time:       596 |        596 |       tkinter.messagebox
import time:       856 |       1452 |     tkinter.simpledialog
import time:       817 |       3451 |   tkinter.filedialog
import time:       607 |        607 |   tkinter.font
import time:       629 |        629 |   PIL.ImageTk
import time:      2556 |       2556 |   matplotlib.backends._tkagg
import time:      1620 |      27864 | matplotlib.backends._backend_tk
import time:      1439 |       1439 |   matplotlib.backends._backend_agg
import time:      1209 |       2648 | matplotlib.backends.backend_agg
import time:       874 |        874 | PIL.BmpImagePlugin
import time:       870 |        870 | PIL.GifImagePlugin
import time:       761 |        761 |     PIL.ImageOps
import time:      1243 |       2004 |   PIL.TiffImagePlugin
import time:       810 |        810 |   PIL.JpegPresets
import time:       916 |       3729 | PIL.JpegImagePlugin
import time:       762 |        762 | PIL.PpmImagePlugin
import time:      1620 |       1620 | PIL._imagingtk
import time:       784 |        784 |   fiona._loading
import time:       557 |        557 |     fiona.compat
import time:       527 |        527 |     fiona.vfs
import time:      1485 |       1485 |         fiona._err
import time:      1114 |       1114 |         backports_abc
import time:      1005 |       1005 |         fiona.errors
import time:      1525 |       5128 |       fiona._geometry
import time:      1524 |       1524 |       fiona._shim
import time:      1094 |       1094 |       backports_abc
import time:      1565 |       1565 |       fiona._env
import time:       581 |        581 |             attr._compat
import time:       492 |        492 |               attr._config
import time:       646 |        646 |                 attr.exceptions
import time:       551 |       1197 |               attr.setters
import time:      2779 |       4467 |             attr._make
import time:       759 |       5806 |           attr.converters
import time:       536 |        536 |           attr.filters
import time:      4159 |       4159 |           attr.validators
import time:       560 |        560 |           attr._cmp
import time:       560 |        560 |           attr._funcs
import time:      1128 |       1128 |           attr._version_info
import time:       572 |        572 |           attr._next_gen
import time:      2143 |      15461 |         attr
import time:      1619 |       1619 |           fiona.path
import time:       646 |       2265 |         fiona.session
import time:     14784 |      32509 |       fiona.env
import time:      1790 |       1790 |       fiona.rfc3339
import time:      1368 |       1368 |       fiona.schema
import time:      7999 |       7999 |       fiona.drvsupport
import time:     17896 |      70869 |     fiona.ogrext
import time:       786 |        786 |     fiona.logutils
import time:      1328 |       1328 |     fiona._crs
import time:       928 |      74993 |   fiona.collection
import time:       681 |        681 |   fiona.io
import time:       518 |        518 |   fiona._show_versions
import time:      1642 |      78617 | fiona
